other_safegraph_place_id,other_location_name,other_city,other_state,other_top_category,other_sub_category
1269be295f80486780a44e52bab3f470,,uncasville,CT,Traveler Accommodation,Hotels (except Casino Hotels) and Motels
2b8a9a772cc245ed9537b5fffb04f965,,mystic,CT,Restaurants and Other Eating Places,Full-Service Restaurants
425c02a9f7854d3f8df9e78a7e3ba9da,,mashantucket,CT,Restaurants and Other Eating Places,Full-Service Restaurants
4c7b0826c6e04c8d94d80031c0de5232,,uncasville,CT,Clothing Stores,Family Clothing Stores
54652f74fbdf43cdad8a66427bf5a13c,,mystic,CT,Restaurants and Other Eating Places,Full-Service Restaurants
8a56ab5332c147ac8eb03c9f5a69edbd,,quaker hill,CT,Home Furnishings Stores,All Other Home Furnishings Stores
92e807a08df64e06a1dbb52465834cf4,,uncasville,CT,Other Miscellaneous Store Retailers,Tobacco Stores
db9b2bc3e5c24874bef2a579cbadceb7,,Uncasville,ct,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages)
ed97bcaf60954ffd99a286fbdf9abe9c,,uncasville,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
f86612d7614440caa9611add5bce38dc,,mystic,CT,Clothing Stores,Women's Clothing Stores
fee8b4bb1a7c45c88214b3bd162a36a7,,mashantucket,CT,Shoe Stores,Shoe Stores
28717d9269634ef9a046ac2e62f783bb,,enfield,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
ac4fee31b4d142198a53924eb97a3fcc,,enfield,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
05829564433049628d3f018abf6ead27,,Canaan,ct,Restaurants and Other Eating Places,Full-Service Restaurants
200a053755f04fe686f7dbb0a7e155c3,,danbury,CT,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
3f8ed5b09c5b4327a719970b667b522a,,hartford,CT,"Museums, Historical Sites, and Similar Institutions",Historical Sites
78cc36e3a79d40daab812b6b3b0cfdd1,,hartford,CT,"Museums, Historical Sites, and Similar Institutions",Historical Sites
afd33032f7f849cb8f1c85501ebc9caa,,wallingford,CT,Other Information Services,Libraries and Archives
0cc49e076d1d4c5bb4db06c185bfbdae,,Westerly,ri,Individual and Family Services,Other Individual and Family Services
82dd4df4159440e9b703b0266d7c2c7c,,new fairfield,CT,Religious Organizations,Religious Organizations
91a4c01a0a184fa29ea64122427f4acc,,Danbury,ct,Elementary and Secondary Schools,Elementary and Secondary Schools
61ed68c6ec7242abbdfe0cc969061f20,,westerly,RI,Restaurants and Other Eating Places,Full-Service Restaurants
4ce92590cd0d4463a095ab5d4248752c,,canton,CT,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
7ee89e9edcd74526b5d9f3fbaa53d02a,,west springfield,MA,Other Schools and Instruction,Sports and Recreation Instruction
8576c3b2ce764f4daa1c03c9a794262f,,agawam,MA,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
40be6f5d604446cd8c2354e249dfce3a,,simsbury,CT,Health and Personal Care Stores,Pharmacies and Drug Stores
64a596efade64b6a9beeb2ab84fe0c4c,,Canton,ct,Restaurants and Other Eating Places,Full-Service Restaurants
c6d33b303fe2468597fdcb9a710a8011,,canaan,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores
2b1b92be55334c3983f3cf3cb87d2f02,,middlebury,CT,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
952e9fb8bea74020952e6b463603f89f,,middlebury,CT,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages)
10dd39a0eb16435aa2d99f1a7a6fd513,,Jewett City,ct,Child Day Care Services,Child Day Care Services
5b5fa1a3e7be42ba966959fd355aef3e,,uncasville,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
959ae0b90e4e463abc486a31d0713b80,,Waterford,ct,Department Stores,Department Stores
a8dccc78d38045698cb7cfd8dd22cce3,,colchester,CT,Furniture Stores,Furniture Stores
1bf16c23f63140ac8756c890209910e8,,Guilford,ct,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores
295a793908a54bd5bf94ffb44f06e761,,madison,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
2bbbadab9a6043afa899a15753dc30fb,,Guilford,ct,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores
72d2b61d0b944c2f9d2dfca5ea22df60,,guilford,CT,Health and Personal Care Stores,Pharmacies and Drug Stores
9fbd9aebc04a448a88a7faca4425844c,,wallingford,CT,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores"
b71b279a706440eda4ad0dab1bfd8d5a,,guilford,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
2e0075bc4d6e4e5f93a979161cc5c6ed,,somers,CT,Restaurants and Other Eating Places,Full-Service Restaurants
03690957827b48b580cca2c74b9396cf,,watertown,CT,Restaurants and Other Eating Places,Full-Service Restaurants
198844cfccf844c5944bfc3324b33ea9,,watertown,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
2fd043893c8a47aeb9a13467be531708,,naugatuck,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
9a959d95bf67430e8dfdb681e6f21362,,canton,CT,Health and Personal Care Stores,Pharmacies and Drug Stores
d482fb8f2f5845b789d9c5fd0de0ca24,,torrington,CT,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
daadc8f2eea74a0291eb95419c7cf82d,,torrington,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores
0db37dcc0070414e97223a356a90a4e3,,west hartford,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
18c2cbdb6f28412ab5592514b510519c,,milldale,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
35bd76b4a3a74b69bb18fe4944e41da3,,bristol,CT,Health and Personal Care Stores,Pharmacies and Drug Stores
ef93e95b453247a5b6533c91301a1e6c,,simsbury,CT,Restaurants and Other Eating Places,Full-Service Restaurants
1c478a367d32471d9bb38b7897b9e1b5,,waterbury,CT,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
ca25397a8a3d4e49809731a10a2cdc31,,Waterbury,ct,Gasoline Stations,Gasoline Stations with Convenience Stores
921ce24ee1094214a3d577050accefc5,,granby,CT,Restaurants and Other Eating Places,Full-Service Restaurants
371fe552099c4490a4f2c41a15f01d9a,,Wallingford,ct,Restaurants and Other Eating Places,Full-Service Restaurants
6383128fe19045a6998eebfb69887570,,wallingford,CT,Restaurants and Other Eating Places,Full-Service Restaurants
4b8984deb44443b790def195980b7498,,north stonington,CT,Beverage Manufacturing,Wineries
d26b675ee32b4ca3b091808143ea96ec,,westerly,RI,Restaurants and Other Eating Places,Full-Service Restaurants
d63919211cbb469d8cc25265702f35ba,,pawcatuck,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
176cc83cef304736afe02c9d0ee6e138,,stonington,CT,Beverage Manufacturing,Wineries
15a1c151fd144c5c85274598506e4fca,,orange,CT,Department Stores,Department Stores
c016fffc0ec14f328aa5d2aa664c9714,,West Haven,ct,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
3a173d98cb644a80a3d3a72d3b5503d0,,charlestown,RI,Specialty Food Stores,Fish and Seafood Markets
1c7008694d0b425ba501db980eadf640,,hartford,CT,Restaurants and Other Eating Places,Full-Service Restaurants
336584ccbeb74229a2c66c3221221fd4,,Simsbury,ct,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
5c4d3dcd5aa74b0580c39bc6ffc0a7c9,,hartford,CT,Gasoline Stations,Gasoline Stations with Convenience Stores
9ac58c2c03f54a96a43109596a1aac3b,,manchester,CT,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores
71228703691f43f29eb997e23bb8f4f0,,waterbury,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
e37f043571b64b88ba7c14ac78068ff6,,waterbury,CT,Restaurants and Other Eating Places,Full-Service Restaurants
2cd75d4adf7647ffb7d1d25b4b45dfed,,bloomfield,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores
baffd75b48d34b9cba7900c377802d94,,east windsor,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
d3abc19add47492ea3971d7eb72ecbe6,,bloomfield,CT,Restaurants and Other Eating Places,Full-Service Restaurants
3691be355a0441a9ae31bc90c29360e8,,Bethel,ct,Gasoline Stations,Gasoline Stations with Convenience Stores
44b61bc669c44ceea4d19cbca0262a53,,Danbury,ct,Offices of Dentists,Offices of Dentists
cbd956f5c2d440cba6a518770ea0ee90,,Danbury,ct,Offices of Physicians,Offices of Physicians (except Mental Health Specialists)
25d775a9aa9240a08068d66be2e24913,,meriden,CT,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
51582382ef2746b0a48080fa94ac8c69,,west haven,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
21613ec61fcd4204a2135f7f2e97b893,,mystic,CT,Bakeries and Tortilla Manufacturing,Retail Bakeries
b6c349c9a2114c7a8cddd2dd4d79cf58,,groton,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
57e23da7796b4fe3994ef567af2f3f01,,uncasville,CT,Gasoline Stations,Gasoline Stations with Convenience Stores
090006090885426093f7284359dc8ed5,,Rocky Hill,ct,Restaurants and Other Eating Places,Full-Service Restaurants
0b178313142745229c6ef9b5b8b5d51e,,Rocky Hill,ct,Restaurants and Other Eating Places,Full-Service Restaurants
107b2653e1a14b468d27d4c6005aa7eb,,Hartford,ct,Child Day Care Services,Child Day Care Services
9d8f9e0bf1884ac89078af9c25dd22ed,,torrington,CT,Clothing Stores,Women's Clothing Stores
f4f0b834cbdd470e87154122ab854fa6,,torrington,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
27048ad1f3e740b1929273ef07969143,,new london,CT,Gasoline Stations,Gasoline Stations with Convenience Stores
0a423414166c46319f8a96d756c22272,,Danbury,ct,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores"
3910e908cc484a2b9608bcd831db444c,,danbury,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
89399d3278304ff0aa8a47e5a07bd4bc,,danbury,CT,Used Merchandise Stores,Used Merchandise Stores
ac9b4e23bb5046d18747976021a0cc4d,,pawcatuck,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
2c6c62f5884848979638163b3c65eddf,,Norwich,ct,Home Health Care Services,Home Health Care Services
9819898722044623a5436d7c1b653095,,norwich,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
d89c39c3bb82405eaab900845755ec1f,,norwich,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
088ff13a6e4a43b997de361e52a10f07,,clinton,CT,Clothing Stores,Family Clothing Stores
fc52afb8196042358d29583cda8abba7,,farmington,CT,Restaurants and Other Eating Places,Full-Service Restaurants
de9351824ebe418eb9bf5ef0c6493c6b,,mystic,CT,Book Stores and News Dealers,Book Stores
10dabb3f2cd84222922a843626cc29db,,sturbridge,MA,Restaurants and Other Eating Places,Full-Service Restaurants
324fcf1d85b047f69eb2a0fab2b4e959,,avon,CT,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores
7318a6424da445d7862a406f1ada37f4,,bloomfield,CT,Gasoline Stations,Gasoline Stations with Convenience Stores
7485334121c34093a1d673606f563b11,,sturbridge,MA,Gasoline Stations,Gasoline Stations with Convenience Stores
91e45a1c215c45609cfb79cd89fd2a79,,Vernon,ct,Offices of Physicians,Offices of Physicians (except Mental Health Specialists)
ba029e6100104224b83d1d862b85eca4,,Granby,ct,Home Health Care Services,Home Health Care Services
05aa17f43ede467ebaf1327aa0128b7a,,East Granby,ct,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores
0b6308af57be4b6db3e9777ade5a9e31,,Wethersfield,ct,Health and Personal Care Stores,Optical Goods Stores
474f28f9b6e34fd999034e93d60de619,,east berlin,CT,Florists,Florists
61e5c22983a84f388b93fd1350b1730c,,hartford,CT,Health and Personal Care Stores,Optical Goods Stores
85190a1f24384feebf5fbf34006cd2ed,,Windsor,ct,Home Health Care Services,Home Health Care Services
4f54d63cbae145b683f0c955bc3a4832,,new haven,CT,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages)
5750698724f64acbba05f22c5a82ed35,,new haven,CT,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
7563f383d7c0434eb0749835702aa222,,Berlin,ct,Restaurants and Other Eating Places,Full-Service Restaurants
913d656aca7f4e6fbeec3d8bffa978cd,,newington,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
55283ead64ed49c18237a4b3abecd621,,sturbridge,MA,Restaurants and Other Eating Places,Full-Service Restaurants
6403399ebbf64346b089b9c228789db4,,fiskdale,MA,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
1ad6bc800be8459d87253b18a4c4db33,,chicopee,MA,Gasoline Stations,Gasoline Stations with Convenience Stores
284050cda7084d5eabbf0319be518eaa,,chicopee,MA,Gasoline Stations,Gasoline Stations with Convenience Stores
303f8ca8430c42c890f7821517a2fc36,,chicopee,MA,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
75b909a557f14ec2bc092f0286eac75c,,springfield,MA,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities"
b6add2bfaa68413fa372cd04f70c4f77,,springfield,MA,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages)
7d7db1eecf124084af77d06205a49c7b,,Canterbury,ct,Elementary and Secondary Schools,Elementary and Secondary Schools
f03a87b61f534877b47eb4352b5c7cf2,,thomaston,CT,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
f43369028dae43578439744c15bd5539,,thomaston,CT,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
3deb0e57e54e492f8e07c8681483b4ac,,torrington,CT,Restaurants and Other Eating Places,Full-Service Restaurants
6704667a1c9945eab02998ebf7b21f39,,Winsted,ct,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite)
7cbf59a12d1d44e1a3722e4fd087b195,,new hartford,CT,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
5c0be2af562047b5936a38767f360a26,,glastonbury,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
4913f0d0fa424e1783aab958dcadefff,,New London,ct,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians)
35b6e96aa0724ec0a2e25eb58d0356af,,east hampton,CT,Restaurants and Other Eating Places,Full-Service Restaurants
6f6c41153dc54ddbb02977328c64b932,,South Windsor,ct,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
951a35aedf2a4488b0b1562787278869,,manchester,CT,Gasoline Stations,Gasoline Stations with Convenience Stores
d78ff6bf66144f0cae811d50ff6f23b8,,newington,CT,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
ab2ff20f179849fea162a2f282eb8edf,,Woodbury,ct,Restaurants and Other Eating Places,Full-Service Restaurants
f6c22137ae0745ae8f1ec18ad538d086,,southbury,CT,Restaurants and Other Eating Places,Full-Service Restaurants
1c746602d90d42829b8f37e54433ae59,,enfield,CT,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
2ec027153e854413851fae9d17e6c8f6,,springfield,MA,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores
20e84795f9824aeda201fe6bed0bbc67,,woodbury,CT,Bakeries and Tortilla Manufacturing,Retail Bakeries
c8691573c9624c61b05be07a0b870c46,,Granby,ct,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
850aae5e6a6d4b6495555f9c797c3aab,,Westerly,ri,Restaurants and Other Eating Places,Full-Service Restaurants
09ec67558bc64b0ba6b17a4fcbfd09fb,,Litchfield,ct,Beverage Manufacturing,Wineries
65a7d573ccbf4a3bb421e68219def1bf,,new hartford,CT,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
5ed75755b8204975b221062be7565af4,,uncasville,CT,Building Material and Supplies Dealers,Hardware Stores
8b03eb749e95417fa7a737590fd579d7,,marlborough,CT,Restaurants and Other Eating Places,Full-Service Restaurants
2164afde68e54da898c07cd544fa437d,,colchester,CT,Depository Credit Intermediation,Commercial Banking
9efac81645b34e948717ae4f45d5a10a,,oakdale,CT,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries
e1596dac262d4b6989e1de7bbd0a6c05,,granby,CT,Other Personal Services,Pet Care (except Veterinary) Services
53ca08429da642fc9642b9fcb4fcf46d,,Willimantic,ct,Gasoline Stations,Gasoline Stations with Convenience Stores
9b31c59f446640909a61c3be27135835,,Mansfield,ct,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
5f8cc2c754574d4088c381b32605d6b7,,granby,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
76705bea802549018b323a495fa8949c,,granby,CT,Special Food Services,Caterers
6c10dea76e6c4207b005ec929a85dffd,,Northampton,ma,Restaurants and Other Eating Places,Full-Service Restaurants
eae7c60857874e7892935f584cf1950c,,easthampton,MA,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
69a6128873e647b290796f61ffa09f8a,,s glastonbury,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
6ef9379df9e04f6db43aab6391ad94f7,,Bloomfield,ct,Offices of Physicians,Offices of Physicians (except Mental Health Specialists)
adce8ef13389495e9b90fa6680f26f66,,lisbon,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
082817a431604518852e4e10c0afa004,,hamden,CT,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores
17a09ed37ed2430abeee05c2d184bfd2,,Hamden,ct,Offices of Physicians,Offices of Physicians (except Mental Health Specialists)
b48a6e57da5945a7a87033ed36d5b217,,north haven,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores
c5e1dcec93e24fbe86cfde42ef015da0,,easthampton,MA,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
2568be89c0974af1a64dec0f1d236dcd,,Middletown,ct,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
416e9f5deedd4583ada5858fbfac1751,,guilford,CT,Restaurants and Other Eating Places,Full-Service Restaurants
742437cefc224e6aa95095c1ca6c6119,,north branford,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores
8c1a49adc03641e4add1759357523389,,wallingford,CT,Health and Personal Care Stores,Pharmacies and Drug Stores
a4e9f5cb1d184cc7aad9541e1355568a,,middletown,CT,Restaurants and Other Eating Places,Full-Service Restaurants
eaadbe9ae4184c3f8da531798309ab50,,portland,CT,Restaurants and Other Eating Places,Full-Service Restaurants
b240875f87c04dec9dc54d612bdc395d,,groton,CT,Beverage Manufacturing,Breweries
c0ab5b5ea9fa41cda26e2ebd724e87fd,,mystic,CT,Beverage Manufacturing,Breweries
d0290bcde0754f9984fe3d64f4e55653,,mystic,CT,Restaurants and Other Eating Places,Full-Service Restaurants
e46e5ac4a57e4b5e8f0808a8bbbb43e5,,Mystic,ct,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
f3d31d36e5184863b650a540a4a233aa,,granby,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
693fbcf72f004971bd2a8d5ceac79574,,Mystic,ct,Restaurants and Other Eating Places,Full-Service Restaurants
a2413f31c9ef4a89b3688cd625fd958d,,new london,CT,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores
a3c104b42dfa45f1aa3606f1965098b5,,uncasville,CT,"Museums, Historical Sites, and Similar Institutions",Museums
49bc3821da804d99937816cd3327a0e3,,westerly,RI,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
79dacf0d6da04a3bb0ffeb1ad4cb7053,,bridgeport,CT,Spectator Sports,Sports Teams and Clubs
c8dd8abb2b494bf0b42b860cfb620052,,waterford,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
2a0cc393d4f147ed8ad083b9b161a738,,Pomfret,ct,Beverage Manufacturing,Wineries
ca308b3f4c4d41bf9a1ceeb8f8b290e2,,stonington,CT,Beverage Manufacturing,Wineries
55b55572ce944a7ea9194c385617dd18,,wallingford,CT,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages)
7fbf6155143349e98f7b62727a732849,,wallingford,CT,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores"
c4bf270ae8674018a457f262f72649a7,,Hamden,ct,Restaurants and Other Eating Places,Full-Service Restaurants
8fdba2e3d18d470891e9fe797ef0258f,,wallingford,CT,Restaurants and Other Eating Places,Full-Service Restaurants
ba88fc5ce0e5480e80ae2bc3710a3874,,wallingford,CT,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries
ed9adff6255d4001b4a8e57c12e10eaa,,wallingford,CT,Beverage Manufacturing,Wineries
19788bae051f43bc96c617e63c1c221b,,wallingford,CT,Beverage Manufacturing,Wineries
9cb0fe78ca6643e4ae74e0289961349e,,wallingford,CT,Restaurants and Other Eating Places,Full-Service Restaurants
3586e34915f744dc91fe4560f8beed28,,enfield,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
c9c1e2469ce042d79f22ba7c80d3ca2d,,granby,CT,Automobile Dealers,Used Car Dealers
24312ab20bf24c65a2f376aa3e7e2837,,Waterbury,ct,Elementary and Secondary Schools,Elementary and Secondary Schools
5baf2045a9054b188a25554b1c4fed34,,Old Saybrook,ct,Elementary and Secondary Schools,Elementary and Secondary Schools
bb3cebbf96f94818953745c2945843da,,waterbury,CT,Restaurants and Other Eating Places,Full-Service Restaurants
c32ae24acd594402aef40e991e80940f,,new hartford,CT,Other Miscellaneous Store Retailers,Art Dealers
4b6eef386d5247449089dbb8203a670e,,hebron,CT,Restaurants and Other Eating Places,Full-Service Restaurants
7c92c9e4beaf44dbbef140f4035573fb,,colchester,CT,Home Furnishings Stores,Home Centers
775232123fe0481eaf2f3f2a5af4bf9a,,colchester,CT,Restaurants and Other Eating Places,Full-Service Restaurants
f96e3fcb72d14ad6889165391af0362d,,colchester,CT,Health and Personal Care Stores,Pharmacies and Drug Stores
f12b614df78440c3a6d4376ba2cf30ab,,old saybrook,CT,Traveler Accommodation,Hotels (except Casino Hotels) and Motels
2a17e35c76ac4539a0b3aceda9de7064,,windham,CT,Services to Buildings and Dwellings,Hardware Stores
6b00424d309943c8aba0ee2ec5cbb549,,north windham,CT,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores
c0a6afe55e6c4124b4260e6df6c630e1,,willimantic,CT,Religious Organizations,Religious Organizations
e06ff393768f420ea5fe40ad27e9e17f,,Willimantic,ct,Health and Personal Care Stores,Pharmacies and Drug Stores
060a44de650b4e299a2f19d1c3b3acda,,thomaston,CT,Gasoline Stations,Gasoline Stations with Convenience Stores
3ad0f41443d94815850524800b6c44d3,,torrington,CT,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores"
d8e1bda300204f3cbedfabf46ca7e64f,,torrington,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
de78349a408546d8bba7aed89cbb27ea,,torrington,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
249a869a8c5440458af06bbacb95529b,,new preston marble dale,CT,Restaurants and Other Eating Places,Full-Service Restaurants
a262296a50984d5f9e9cddafca81f242,,watertown,CT,Other Miscellaneous Store Retailers,Art Dealers
f4e4d9422bb34b49a6f61531e65bd273,,exeter,RI,Other Amusement and Recreation Industries,Skiing Facilities
1b8d842dcb0040179c307a28bb1bd2ef,,portland,CT,Gasoline Stations,Gasoline Stations with Convenience Stores
650f84a9985a4d6c9c887535f249a62e,,Vernon Rockville,ct,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
5d4fb9bcdfea4d279104e3a2c71ef5f3,,branford,CT,Restaurants and Other Eating Places,Full-Service Restaurants
6d79f3df907244a3ac6a8f533a542e01,,norwich,CT,Other Amusement and Recreation Industries,Bowling Centers
28a9da5ea79b47548f915d14f2e56936,,Danbury,ct,Gasoline Stations,Gasoline Stations with Convenience Stores
36f4bf6857474398b821c62e528e606c,,waterbury,CT,Chemical and Allied Products Merchant Wholesalers,Other Chemical and Allied Products Merchant Wholesalers
510c658fc1be4a2494893ecd53823444,,Ridgefield,ct,Elementary and Secondary Schools,Elementary and Secondary Schools
5ff8ef8355ec45fea2e3add1371eac8f,,danbury,CT,"Justice, Public Order, and Safety Activities",Fire Protection
29023711c6ea4ef080f2c92b041682b3,,groton,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
30ed97feeaf748fd8c4ba22b65744b30,,new london,CT,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores"
6091798ae05b4dc290e8a1b6350bcec3,,mystic,CT,Traveler Accommodation,Hotels (except Casino Hotels) and Motels
45cc67af9efc464eb8b8a62e5fb9622a,,Ridgefield,ct,Elementary and Secondary Schools,Elementary and Secondary Schools
468a33255a54402dbaad45e391aec8ec,,Danbury,ct,Elementary and Secondary Schools,Elementary and Secondary Schools
70f6e79097df4904931eeceb59a271ec,,Danbury,ct,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers
c3b701ed3fff45bf8ac041a33956b11b,,danbury,CT,Restaurants and Other Eating Places,Full-Service Restaurants
cd62b3d148d44948a422d643518d00c7,,new haven,CT,Gasoline Stations,Gasoline Stations with Convenience Stores
49fdd03ab03a4560a7b22fc143bb9f5c,,westerly,RI,Restaurants and Other Eating Places,Full-Service Restaurants
8849fa57a3e64caf8a8a4b6194644524,,colchester,CT,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores
e9b4549071c24519b2ca025d591af5b1,,colchester,CT,Restaurants and Other Eating Places,Full-Service Restaurants
0d259c8cedcb445c87468ee9484b244b,,west springfield town,MA,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries
56373cbbdef5432da00830d420e7d8ea,,holyoke,MA,Automobile Dealers,New Car Dealers
046048d221f749f69c8b13716e7f67d2,,waterbury,CT,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores
32e53add0303446abe6333ada15c9f5f,,sherman,CT,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores"
b063ea73c90243ce9808e8fa29b16752,,Sherman,ct,Child Day Care Services,Child Day Care Services
14d2a38185094811aaa3f8d8f98d5dd9,,mashantucket,CT,Clothing Stores,Family Clothing Stores
7baad5224a944e8d8ccfbb455e2da223,,mashantucket,CT,Traveler Accommodation,Hotels (except Casino Hotels) and Motels
d821059791e044ae9594bb504dcfee59,,Mashantucket,ct,Clothing Stores,Women's Clothing Stores
d53974d415c248428eab10e8bcbe3d36,,Preston,ct,Child Day Care Services,Child Day Care Services
3743b89f8fdf4ddfa04dbe85ee6bfd3b,,norwich,CT,Restaurants and Other Eating Places,Full-Service Restaurants
6b2dbdcbe8ce46feaba7facef549bb45,,norwich,CT,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
f70d04bdde424364b1cef388019d41e6,,norwich,CT,Traveler Accommodation,Hotels (except Casino Hotels) and Motels
7871f1fcb558481bac43d27774fa3ff1,,bristol,CT,Restaurants and Other Eating Places,Limited-Service Restaurants
d0af3a0f4b684a5d8ab6765d02937ebd,,southington,CT,"Automotive Parts, Accessories, and Tire Stores",Tire Dealers
